node_index,node_name,domain,op_type,layer,operator_category,projection_class,K,N,dtype,weight_initializer,source_weight_bytes,activation_bytes,output_bytes,reuse,external_data_file,external_data_offset,estimated_memory_address,candidate_cluster,candidate_channel,candidate_bundle,evidence_type,projection_id,modeled_int8_weight_bytes,modeled_int8_activation_bytes,modeled_int32_output_bytes,quantization_state,claim_boundary
3108,/model/layers.9/mlp/down_proj/MatMul,,MatMul,9,mlp_projection,down_proj,6912,1152,float,onnx::MatMul_10051,31850496,27648,4608,once_per_decode_token,model.onnx_data,2249788928,2249788928,2,2,3,graph-derived,69,7962624,6912,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
3138,/model/layers.10/self_attn/q_proj/MatMul,,MatMul,10,attention_projection,q_proj,1152,1024,float,onnx::MatMul_10056,4718592,4608,4096,once_per_decode_token,model.onnx_data,2281648640,2281648640,0,1,2,graph-derived,70,1179648,1152,4096,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
3162,/model/layers.10/self_attn/k_proj/MatMul,,MatMul,10,attention_projection,k_proj,1152,256,float,onnx::MatMul_10063,1179648,4608,1024,once_per_decode_token,model.onnx_data,2286367232,2286367232,1,3,0,graph-derived,71,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
3165,/model/layers.10/self_attn/v_proj/MatMul,,MatMul,10,attention_projection,v_proj,1152,256,float,onnx::MatMul_10064,1179648,4608,1024,once_per_decode_token,model.onnx_data,2287546880,2287546880,2,1,2,graph-derived,72,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
3362,/model/layers.10/self_attn/o_proj/MatMul,,MatMul,10,attention_projection,o_proj,1024,1152,float,onnx::MatMul_10091,4718592,4096,4608,once_per_decode_token,model.onnx_data,2288728576,2288728576,3,3,0,graph-derived,73,1179648,1024,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
3386,/model/layers.10/mlp/gate_proj/MatMul,,MatMul,10,mlp_projection,gate_proj,1152,6912,float,onnx::MatMul_10096,31850496,4608,27648,once_per_decode_token,model.onnx_data,2293456384,2293456384,0,1,2,graph-derived,74,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
3400,/model/layers.10/mlp/up_proj/MatMul,,MatMul,10,mlp_projection,up_proj,1152,6912,float,onnx::MatMul_10097,31850496,4608,27648,once_per_decode_token,model.onnx_data,2325306880,2325306880,1,0,0,graph-derived,75,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
3402,/model/layers.10/mlp/down_proj/MatMul,,MatMul,10,mlp_projection,down_proj,6912,1152,float,onnx::MatMul_10098,31850496,27648,4608,once_per_decode_token,model.onnx_data,2357157376,2357157376,2,3,2,graph-derived,76,7962624,6912,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
3432,/model/layers.11/self_attn/q_proj/MatMul,,MatMul,11,attention_projection,q_proj,1152,1024,float,onnx::MatMul_10103,4718592,4608,4096,once_per_decode_token,model.onnx_data,2389017088,2389017088,0,3,1,graph-derived,77,1179648,1152,4096,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
3456,/model/layers.11/self_attn/k_proj/MatMul,,MatMul,11,attention_projection,k_proj,1152,256,float,onnx::MatMul_10110,1179648,4608,1024,once_per_decode_token,model.onnx_data,2393735680,2393735680,1,0,3,graph-derived,78,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
3459,/model/layers.11/self_attn/v_proj/MatMul,,MatMul,11,attention_projection,v_proj,1152,256,float,onnx::MatMul_10111,1179648,4608,1024,once_per_decode_token,model.onnx_data,2394915328,2394915328,2,2,1,graph-derived,79,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
3656,/model/layers.11/self_attn/o_proj/MatMul,,MatMul,11,attention_projection,o_proj,1024,1152,float,onnx::MatMul_10138,4718592,4096,4608,once_per_decode_token,model.onnx_data,2396097024,2396097024,3,1,3,graph-derived,80,1179648,1024,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
3680,/model/layers.11/mlp/gate_proj/MatMul,,MatMul,11,mlp_projection,gate_proj,1152,6912,float,onnx::MatMul_10143,31850496,4608,27648,once_per_decode_token,model.onnx_data,2400824832,2400824832,0,2,1,graph-derived,81,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
3694,/model/layers.11/mlp/up_proj/MatMul,,MatMul,11,mlp_projection,up_proj,1152,6912,float,onnx::MatMul_10144,31850496,4608,27648,once_per_decode_token,model.onnx_data,2432675328,2432675328,1,1,3,graph-derived,82,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
3696,/model/layers.11/mlp/down_proj/MatMul,,MatMul,11,mlp_projection,down_proj,6912,1152,float,onnx::MatMul_10145,31850496,27648,4608,once_per_decode_token,model.onnx_data,2464525824,2464525824,2,1,1,graph-derived,83,7962624,6912,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
3726,/model/layers.12/self_attn/q_proj/MatMul,,MatMul,12,attention_projection,q_proj,1152,1024,float,onnx::MatMul_10150,4718592,4608,4096,once_per_decode_token,model.onnx_data,2496385536,2496385536,0,0,0,graph-derived,84,1179648,1152,4096,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
3750,/model/layers.12/self_attn/k_proj/MatMul,,MatMul,12,attention_projection,k_proj,1152,256,float,onnx::MatMul_10157,1179648,4608,1024,once_per_decode_token,model.onnx_data,2501104128,2501104128,1,2,2,graph-derived,85,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
3753,/model/layers.12/self_attn/v_proj/MatMul,,MatMul,12,attention_projection,v_proj,1152,256,float,onnx::MatMul_10158,1179648,4608,1024,once_per_decode_token,model.onnx_data,2502283776,2502283776,2,0,0,graph-derived,86,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
3950,/model/layers.12/self_attn/o_proj/MatMul,,MatMul,12,attention_projection,o_proj,1024,1152,float,onnx::MatMul_10185,4718592,4096,4608,once_per_decode_token,model.onnx_data,2503465472,2503465472,3,2,2,graph-derived,87,1179648,1024,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
3974,/model/layers.12/mlp/gate_proj/MatMul,,MatMul,12,mlp_projection,gate_proj,1152,6912,float,onnx::MatMul_10190,31850496,4608,27648,once_per_decode_token,model.onnx_data,2508193280,2508193280,0,3,0,graph-derived,88,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
3988,/model/layers.12/mlp/up_proj/MatMul,,MatMul,12,mlp_projection,up_proj,1152,6912,float,onnx::MatMul_10191,31850496,4608,27648,once_per_decode_token,model.onnx_data,2540043776,2540043776,1,3,2,graph-derived,89,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
3990,/model/layers.12/mlp/down_proj/MatMul,,MatMul,12,mlp_projection,down_proj,6912,1152,float,onnx::MatMul_10192,31850496,27648,4608,once_per_decode_token,model.onnx_data,2571894272,2571894272,2,2,0,graph-derived,90,7962624,6912,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4020,/model/layers.13/self_attn/q_proj/MatMul,,MatMul,13,attention_projection,q_proj,1152,1024,float,onnx::MatMul_10197,4718592,4608,4096,once_per_decode_token,model.onnx_data,2603753984,2603753984,0,2,3,graph-derived,91,1179648,1152,4096,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4044,/model/layers.13/self_attn/k_proj/MatMul,,MatMul,13,attention_projection,k_proj,1152,256,float,onnx::MatMul_10204,1179648,4608,1024,once_per_decode_token,model.onnx_data,2608472576,2608472576,1,3,1,graph-derived,92,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4047,/model/layers.13/self_attn/v_proj/MatMul,,MatMul,13,attention_projection,v_proj,1152,256,float,onnx::MatMul_10205,1179648,4608,1024,once_per_decode_token,model.onnx_data,2609652224,2609652224,2,1,3,graph-derived,93,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4244,/model/layers.13/self_attn/o_proj/MatMul,,MatMul,13,attention_projection,o_proj,1024,1152,float,onnx::MatMul_10232,4718592,4096,4608,once_per_decode_token,model.onnx_data,2610833920,2610833920,3,3,1,graph-derived,94,1179648,1024,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4268,/model/layers.13/mlp/gate_proj/MatMul,,MatMul,13,mlp_projection,gate_proj,1152,6912,float,onnx::MatMul_10237,31850496,4608,27648,once_per_decode_token,model.onnx_data,2615561728,2615561728,0,1,3,graph-derived,95,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4282,/model/layers.13/mlp/up_proj/MatMul,,MatMul,13,mlp_projection,up_proj,1152,6912,float,onnx::MatMul_10238,31850496,4608,27648,once_per_decode_token,model.onnx_data,2647412224,2647412224,1,0,1,graph-derived,96,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4284,/model/layers.13/mlp/down_proj/MatMul,,MatMul,13,mlp_projection,down_proj,6912,1152,float,onnx::MatMul_10239,31850496,27648,4608,once_per_decode_token,model.onnx_data,2679262720,2679262720,2,0,3,graph-derived,97,7962624,6912,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4314,/model/layers.14/self_attn/q_proj/MatMul,,MatMul,14,attention_projection,q_proj,1152,1024,float,onnx::MatMul_10244,4718592,4608,4096,once_per_decode_token,model.onnx_data,2711122432,2711122432,0,3,2,graph-derived,98,1179648,1152,4096,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4338,/model/layers.14/self_attn/k_proj/MatMul,,MatMul,14,attention_projection,k_proj,1152,256,float,onnx::MatMul_10251,1179648,4608,1024,once_per_decode_token,model.onnx_data,2715841024,2715841024,1,1,0,graph-derived,99,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4341,/model/layers.14/self_attn/v_proj/MatMul,,MatMul,14,attention_projection,v_proj,1152,256,float,onnx::MatMul_10252,1179648,4608,1024,once_per_decode_token,model.onnx_data,2717020672,2717020672,2,3,2,graph-derived,100,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4538,/model/layers.14/self_attn/o_proj/MatMul,,MatMul,14,attention_projection,o_proj,1024,1152,float,onnx::MatMul_10279,4718592,4096,4608,once_per_decode_token,model.onnx_data,2718202368,2718202368,3,1,0,graph-derived,101,1179648,1024,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4562,/model/layers.14/mlp/gate_proj/MatMul,,MatMul,14,mlp_projection,gate_proj,1152,6912,float,onnx::MatMul_10284,31850496,4608,27648,once_per_decode_token,model.onnx_data,2722930176,2722930176,0,2,2,graph-derived,102,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4576,/model/layers.14/mlp/up_proj/MatMul,,MatMul,14,mlp_projection,up_proj,1152,6912,float,onnx::MatMul_10285,31850496,4608,27648,once_per_decode_token,model.onnx_data,2754780672,2754780672,1,2,0,graph-derived,103,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4578,/model/layers.14/mlp/down_proj/MatMul,,MatMul,14,mlp_projection,down_proj,6912,1152,float,onnx::MatMul_10286,31850496,27648,4608,once_per_decode_token,model.onnx_data,2786631168,2786631168,2,1,2,graph-derived,104,7962624,6912,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4608,/model/layers.15/self_attn/q_proj/MatMul,,MatMul,15,attention_projection,q_proj,1152,1024,float,onnx::MatMul_10291,4718592,4608,4096,once_per_decode_token,model.onnx_data,2818490880,2818490880,0,0,1,graph-derived,105,1179648,1152,4096,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4632,/model/layers.15/self_attn/k_proj/MatMul,,MatMul,15,attention_projection,k_proj,1152,256,float,onnx::MatMul_10298,1179648,4608,1024,once_per_decode_token,model.onnx_data,2823209472,2823209472,1,2,3,graph-derived,106,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4635,/model/layers.15/self_attn/v_proj/MatMul,,MatMul,15,attention_projection,v_proj,1152,256,float,onnx::MatMul_10299,1179648,4608,1024,once_per_decode_token,model.onnx_data,2824389120,2824389120,2,0,1,graph-derived,107,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4832,/model/layers.15/self_attn/o_proj/MatMul,,MatMul,15,attention_projection,o_proj,1024,1152,float,onnx::MatMul_10326,4718592,4096,4608,once_per_decode_token,model.onnx_data,2825570816,2825570816,3,2,3,graph-derived,108,1179648,1024,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4856,/model/layers.15/mlp/gate_proj/MatMul,,MatMul,15,mlp_projection,gate_proj,1152,6912,float,onnx::MatMul_10331,31850496,4608,27648,once_per_decode_token,model.onnx_data,2830298624,2830298624,0,0,1,graph-derived,109,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4870,/model/layers.15/mlp/up_proj/MatMul,,MatMul,15,mlp_projection,up_proj,1152,6912,float,onnx::MatMul_10332,31850496,4608,27648,once_per_decode_token,model.onnx_data,2862149120,2862149120,1,3,3,graph-derived,110,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4872,/model/layers.15/mlp/down_proj/MatMul,,MatMul,15,mlp_projection,down_proj,6912,1152,float,onnx::MatMul_10333,31850496,27648,4608,once_per_decode_token,model.onnx_data,2893999616,2893999616,2,2,1,graph-derived,111,7962624,6912,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4902,/model/layers.16/self_attn/q_proj/MatMul,,MatMul,16,attention_projection,q_proj,1152,1024,float,onnx::MatMul_10338,4718592,4608,4096,once_per_decode_token,model.onnx_data,2925859328,2925859328,0,2,0,graph-derived,112,1179648,1152,4096,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4926,/model/layers.16/self_attn/k_proj/MatMul,,MatMul,16,attention_projection,k_proj,1152,256,float,onnx::MatMul_10345,1179648,4608,1024,once_per_decode_token,model.onnx_data,2930577920,2930577920,1,3,2,graph-derived,113,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
4929,/model/layers.16/self_attn/v_proj/MatMul,,MatMul,16,attention_projection,v_proj,1152,256,float,onnx::MatMul_10346,1179648,4608,1024,once_per_decode_token,model.onnx_data,2931757568,2931757568,2,1,0,graph-derived,114,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
5126,/model/layers.16/self_attn/o_proj/MatMul,,MatMul,16,attention_projection,o_proj,1024,1152,float,onnx::MatMul_10373,4718592,4096,4608,once_per_decode_token,model.onnx_data,2932939264,2932939264,3,0,2,graph-derived,115,1179648,1024,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
5150,/model/layers.16/mlp/gate_proj/MatMul,,MatMul,16,mlp_projection,gate_proj,1152,6912,float,onnx::MatMul_10378,31850496,4608,27648,once_per_decode_token,model.onnx_data,2937667072,2937667072,0,1,0,graph-derived,116,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
5164,/model/layers.16/mlp/up_proj/MatMul,,MatMul,16,mlp_projection,up_proj,1152,6912,float,onnx::MatMul_10379,31850496,4608,27648,once_per_decode_token,model.onnx_data,2969517568,2969517568,1,0,2,graph-derived,117,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
5166,/model/layers.16/mlp/down_proj/MatMul,,MatMul,16,mlp_projection,down_proj,6912,1152,float,onnx::MatMul_10380,31850496,27648,4608,once_per_decode_token,model.onnx_data,3001368064,3001368064,2,0,0,graph-derived,118,7962624,6912,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
5196,/model/layers.17/self_attn/q_proj/MatMul,,MatMul,17,attention_projection,q_proj,1152,1024,float,onnx::MatMul_10385,4718592,4608,4096,once_per_decode_token,model.onnx_data,3033227776,3033227776,0,3,3,graph-derived,119,1179648,1152,4096,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
5220,/model/layers.17/self_attn/k_proj/MatMul,,MatMul,17,attention_projection,k_proj,1152,256,float,onnx::MatMul_10392,1179648,4608,1024,once_per_decode_token,model.onnx_data,3037946368,3037946368,1,1,1,graph-derived,120,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
5223,/model/layers.17/self_attn/v_proj/MatMul,,MatMul,17,attention_projection,v_proj,1152,256,float,onnx::MatMul_10393,1179648,4608,1024,once_per_decode_token,model.onnx_data,3039126016,3039126016,2,3,3,graph-derived,121,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
5420,/model/layers.17/self_attn/o_proj/MatMul,,MatMul,17,attention_projection,o_proj,1024,1152,float,onnx::MatMul_10420,4718592,4096,4608,once_per_decode_token,model.onnx_data,3040307712,3040307712,3,1,1,graph-derived,122,1179648,1024,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
5444,/model/layers.17/mlp/gate_proj/MatMul,,MatMul,17,mlp_projection,gate_proj,1152,6912,float,onnx::MatMul_10425,31850496,4608,27648,once_per_decode_token,model.onnx_data,3045035520,3045035520,0,2,3,graph-derived,123,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
5458,/model/layers.17/mlp/up_proj/MatMul,,MatMul,17,mlp_projection,up_proj,1152,6912,float,onnx::MatMul_10426,31850496,4608,27648,once_per_decode_token,model.onnx_data,3076886016,3076886016,1,2,1,graph-derived,124,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
5460,/model/layers.17/mlp/down_proj/MatMul,,MatMul,17,mlp_projection,down_proj,6912,1152,float,onnx::MatMul_10427,31850496,27648,4608,once_per_decode_token,model.onnx_data,3108736512,3108736512,2,1,3,graph-derived,125,7962624,6912,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
5490,/model/layers.18/self_attn/q_proj/MatMul,,MatMul,18,attention_projection,q_proj,1152,1024,float,onnx::MatMul_10432,4718592,4608,4096,once_per_decode_token,model.onnx_data,3140596224,3140596224,0,1,2,graph-derived,126,1179648,1152,4096,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
5514,/model/layers.18/self_attn/k_proj/MatMul,,MatMul,18,attention_projection,k_proj,1152,256,float,onnx::MatMul_10439,1179648,4608,1024,once_per_decode_token,model.onnx_data,3145314816,3145314816,1,2,0,graph-derived,127,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
5517,/model/layers.18/self_attn/v_proj/MatMul,,MatMul,18,attention_projection,v_proj,1152,256,float,onnx::MatMul_10440,1179648,4608,1024,once_per_decode_token,model.onnx_data,3146494464,3146494464,2,0,2,graph-derived,128,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
5714,/model/layers.18/self_attn/o_proj/MatMul,,MatMul,18,attention_projection,o_proj,1024,1152,float,onnx::MatMul_10467,4718592,4096,4608,once_per_decode_token,model.onnx_data,3147676160,3147676160,3,2,0,graph-derived,129,1179648,1024,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
5738,/model/layers.18/mlp/gate_proj/MatMul,,MatMul,18,mlp_projection,gate_proj,1152,6912,float,onnx::MatMul_10472,31850496,4608,27648,once_per_decode_token,model.onnx_data,3152403968,3152403968,0,0,2,graph-derived,130,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
5752,/model/layers.18/mlp/up_proj/MatMul,,MatMul,18,mlp_projection,up_proj,1152,6912,float,onnx::MatMul_10473,31850496,4608,27648,once_per_decode_token,model.onnx_data,3184254464,3184254464,1,3,0,graph-derived,131,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
5754,/model/layers.18/mlp/down_proj/MatMul,,MatMul,18,mlp_projection,down_proj,6912,1152,float,onnx::MatMul_10474,31850496,27648,4608,once_per_decode_token,model.onnx_data,3216104960,3216104960,2,3,2,graph-derived,132,7962624,6912,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
5784,/model/layers.19/self_attn/q_proj/MatMul,,MatMul,19,attention_projection,q_proj,1152,1024,float,onnx::MatMul_10479,4718592,4608,4096,once_per_decode_token,model.onnx_data,3247964672,3247964672,0,2,1,graph-derived,133,1179648,1152,4096,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
5808,/model/layers.19/self_attn/k_proj/MatMul,,MatMul,19,attention_projection,k_proj,1152,256,float,onnx::MatMul_10486,1179648,4608,1024,once_per_decode_token,model.onnx_data,3252683264,3252683264,1,0,3,graph-derived,134,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
5811,/model/layers.19/self_attn/v_proj/MatMul,,MatMul,19,attention_projection,v_proj,1152,256,float,onnx::MatMul_10487,1179648,4608,1024,once_per_decode_token,model.onnx_data,3253862912,3253862912,2,2,1,graph-derived,135,294912,1152,1024,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6008,/model/layers.19/self_attn/o_proj/MatMul,,MatMul,19,attention_projection,o_proj,1024,1152,float,onnx::MatMul_10514,4718592,4096,4608,once_per_decode_token,model.onnx_data,3255044608,3255044608,3,0,3,graph-derived,136,1179648,1024,4608,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6032,/model/layers.19/mlp/gate_proj/MatMul,,MatMul,19,mlp_projection,gate_proj,1152,6912,float,onnx::MatMul_10519,31850496,4608,27648,once_per_decode_token,model.onnx_data,3259772416,3259772416,0,1,1,graph-derived,137,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
6046,/model/layers.19/mlp/up_proj/MatMul,,MatMul,19,mlp_projection,up_proj,1152,6912,float,onnx::MatMul_10520,31850496,4608,27648,once_per_decode_token,model.onnx_data,3291622912,3291622912,1,1,3,graph-derived,138,7962624,1152,27648,source_float32; accelerator cost uses explicit modeled-int8 transform,"Node order, shape, dtype, initializer and external-data offset are ONNX-derived; placement is deterministic modeled policy."
