rate_mtps,section,key,result_value,resulting_ini_line,source_kind,source_identity,source_reference,source_column,source_value,source_unit,derivation
1066,system,row_buf_policy,OPEN_PAGE,row_buf_policy = OPEN_PAGE,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L geometry/profile controls,all rates,OPEN_PAGE,configured,locked open-page policy
1066,system,cmd_queue_size,8,cmd_queue_size = 8,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L geometry/profile controls,all rates,8,configured,locked command queue capacity
1066,system,trans_queue_size,32,trans_queue_size = 32,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L geometry/profile controls,all rates,32,configured,locked transaction queue capacity
1066,other,epoch_period,533333,epoch_period = 533333,dramsim3,29817593b3389f1337235d63cac515024ab8fd6e,pinned DRAMsim3 DDR3 configuration semantics,other,533333,configured,"floor(1,000,000 ns / tCK) for diagnostic epochs only"
1066,other,output_level,1,output_level = 1,dramsim3,29817593b3389f1337235d63cac515024ab8fd6e,pinned DRAMsim3 DDR3 configuration semantics,other,1,configured,locked summary output level
1066,derived_validation,ranks,2,channel_size = 8192,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L matched geometry,all rates,"4Gb x8, 64-bit bus, 8192 MiB channel",devices/ranks,8192 MiB / (4Gb * 8 devices / 8 bits) = 2 ranks
1066,derived_validation,tRC,28,tRAS = 20; tRP = 8,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 9 (p.33), tRC row",DDR3L-1066 non-E timing point,28,CK,validate tRC = tRAS + tRP
1333,dram_structure,protocol,DDR3,protocol = DDR3,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,Description p.1,DDR3L SDRAM,device family,declared,direct protocol family; result DDR3
1333,dram_structure,bankgroups,1,bankgroups = 1,dramsim3,29817593b3389f1337235d63cac515024ab8fd6e,pinned DRAMsim3 DDR3 configuration semantics,DDR3 bankgroups representation,configured,declared,DDR3 has no bank-group address; encode one group; result 1
1333,dram_structure,banks_per_group,8,banks_per_group = 8,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 2, Bank address row",512 Meg x 8,8 banks,declared,direct x8 bank count; result 8
1333,dram_structure,rows,65536,rows = 65536,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 2, Row address row",512 Meg x 8,64K (A[15:0]),declared,64K = 65536 rows; result 65536
1333,dram_structure,columns,1024,columns = 1024,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 2, Column address row",512 Meg x 8,1K (A[9:0]),declared,1K = 1024 columns; result 1024
1333,dram_structure,device_width,8,device_width = 8,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 2, Configuration row",512 Meg x 8,64 Meg x 8 x 8 banks,declared,direct x8 device width; result 8
1333,dram_structure,BL,8,BL = 8,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Features p.1, fixed burst length bullet",all configurations,fixed burst length (BL) of 8,declared,direct BL8 feature; result 8
1333,timing,tCK,1.5,tCK = 1.5,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 9 (p.33), tCK row",DDR3L-1333 non-E timing point,1.5,ns,direct selected table value
1333,timing,AL,0,AL = 0,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L geometry/profile controls,all rates,0,configured,locked additive latency
1333,timing,CL,10,CL = 10,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 9 (p.33), CL row",DDR3L-1333 non-E timing point,10,CK,direct selected table value
1333,timing,CWL,7,CWL = 7,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 54 (pp.78–80), CWL row",DDR3L-1333,7,CK,direct supported CWL at selected CL/tCK
1333,timing,tRCD,10,tRCD = 10,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 9 (p.33), tRCD row",DDR3L-1333 non-E timing point,10,CK,direct selected table value
1333,timing,tRP,10,tRP = 10,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 9 (p.33), tRP row",DDR3L-1333 non-E timing point,10,CK,direct selected table value
1333,timing,tRAS,24,tRAS = 24,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 9 (p.33), tRAS row",DDR3L-1333 non-E timing point,24,CK,direct selected table value
1333,timing,tRFC,174,tRFC = 174,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 9 (p.33), tRFC 4Gb row",DDR3L-1333 non-E timing point,174,CK,direct selected table value
1333,timing,tRFC2,174,tRFC2 = 174,dramsim3,29817593b3389f1337235d63cac515024ab8fd6e,pinned DRAMsim3 DDR3 configuration semantics,timing,174,configured,DDR3 has no fine-granularity refresh; copy tRFC
1333,timing,tRFC4,174,tRFC4 = 174,dramsim3,29817593b3389f1337235d63cac515024ab8fd6e,pinned DRAMsim3 DDR3 configuration semantics,timing,174,configured,DDR3 has no fine-granularity refresh; copy tRFC
1333,timing,REFI,5200,REFI = 5200,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), REFI row",DDR3L-1333,7.8,us,7800 ns / tCK; exact integer for locked rational tCK = 5200 CK
1333,timing,tRPRE,0,tRPRE = 0,dramsim3,29817593b3389f1337235d63cac515024ab8fd6e,pinned DRAMsim3 DDR3 configuration semantics,timing,0,configured,DDR3 parser-required non-DDR4 placeholder
1333,timing,tWPRE,0,tWPRE = 0,dramsim3,29817593b3389f1337235d63cac515024ab8fd6e,pinned DRAMsim3 DDR3 configuration semantics,timing,0,configured,DDR3 parser-required non-DDR4 placeholder
1333,timing,tRRD_S,4,tRRD_S = 4,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 9 (p.33), tRRD x4/x8 row",DDR3L-1333 non-E timing point,4,CK,direct selected table value
1333,timing,tRRD_L,4,tRRD_L = 4,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 9 (p.33), tRRD x4/x8 row",DDR3L-1333 non-E timing point,4,CK,direct selected table value
1333,timing,tWTR_S,5,tWTR_S = 5,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), tWTR_S row",DDR3L-1333,greater of 4 CK or 7.5 ns,CK/ns,"max(4 CK, ceil(7.5 ns / tCK)) = 5 CK"
1333,timing,tWTR_L,5,tWTR_L = 5,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), tWTR_L row",DDR3L-1333,greater of 4 CK or 7.5 ns,CK/ns,"max(4 CK, ceil(7.5 ns / tCK)) = 5 CK"
1333,timing,tFAW,20,tFAW = 20,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 9 (p.33), tFAW x4/x8 row",DDR3L-1333 non-E timing point,20,CK,direct selected table value
1333,timing,tWR,10,tWR = 10,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), tWR row",DDR3L-1333,15,ns,ceil(15 ns / tCK) = 10 CK
1333,timing,tWR2,10,tWR2 = 10,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), tWR2 row",DDR3L-1333,15,ns,ceil(15 ns / tCK) = 10 CK
1333,timing,tRTP,5,tRTP = 5,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), tRTP row",DDR3L-1333,greater of 4 CK or 7.5 ns,CK/ns,"max(4 CK, ceil(7.5 ns / tCK)) = 5 CK"
1333,timing,tCCD_S,4,tCCD_S = 4,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), tCCD_S row",DDR3L-1333,4,CK,4 CK = 4 CK
1333,timing,tCCD_L,4,tCCD_L = 4,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), tCCD_L row",DDR3L-1333,4,CK,4 CK = 4 CK
1333,timing,tCKE,4,tCKE = 4,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), tCKE row",DDR3L-1333,greater of 3 CK or 5.625 ns,CK/ns,"max(3 CK, ceil(rate-specific ns minimum / tCK)) = 4 CK"
1333,timing,tCKESR,5,tCKESR = 5,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), tCKESR row",DDR3L-1333,tCKE (MIN) + 1 CK,CK,tCKE + 1 CK = 5 CK
1333,timing,tXS,181,tXS = 181,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), tXS row",DDR3L-1333,greater of 5 CK or tRFC + 10 ns,CK/ns,"contract-conservative componentwise conversion: max(5 CK, ceil(260 ns / tCK) + ceil(10 ns / tCK)) = 181 CK"
1333,timing,tXP,4,tXP = 4,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), tXP row",DDR3L-1333,greater of 3 CK or 6 ns,CK/ns,"max(3 CK, ceil(6 ns / tCK)) = 4 CK"
1333,timing,tRTRS,1,tRTRS = 1,dramsim3,29817593b3389f1337235d63cac515024ab8fd6e,pinned DRAMsim3 DDR3 configuration semantics,timing,1,configured,DRAMsim3 DDR3 rank-to-rank switch default
1333,power,VDD,1.35,VDD = 1.35,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 20 (p.44), x8 IDD maximum-limits row",DDR3L-1333 x8,1.35,V,direct value; the 800 operating point uses the documented 1066-device limits
1333,power,IDD0,47,IDD0 = 47,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 20 (p.44), x8 IDD maximum-limits row",DDR3L-1333 x8,47,mA,direct value; the 800 operating point uses the documented 1066-device limits
1333,power,IPP0,0.0,IPP0 = 0.0,dramsim3,29817593b3389f1337235d63cac515024ab8fd6e,pinned DRAMsim3 DDR3 configuration semantics,power,0.0,configured,DDR3 power-model placeholder unused by DDR3L IDD model
1333,power,IDD2P,18,IDD2P = 18,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 20 (p.44), x8 IDD maximum-limits row",DDR3L-1333 x8,18,mA,direct value; the 800 operating point uses the documented 1066-device limits
1333,power,IDD2N,29,IDD2N = 29,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 20 (p.44), x8 IDD maximum-limits row",DDR3L-1333 x8,29,mA,direct value; the 800 operating point uses the documented 1066-device limits
1333,power,IDD3P,35,IDD3P = 35,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 20 (p.44), x8 IDD maximum-limits row",DDR3L-1333 x8,35,mA,direct value; the 800 operating point uses the documented 1066-device limits
1333,power,IDD3N,35,IDD3N = 35,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 20 (p.44), x8 IDD maximum-limits row",DDR3L-1333 x8,35,mA,direct value; the 800 operating point uses the documented 1066-device limits
1333,power,IDD4W,110,IDD4W = 110,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 20 (p.44), x8 IDD maximum-limits row",DDR3L-1333 x8,110,mA,direct value; the 800 operating point uses the documented 1066-device limits
1333,power,IDD4R,140,IDD4R = 140,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 20 (p.44), x8 IDD maximum-limits row",DDR3L-1333 x8,140,mA,direct value; the 800 operating point uses the documented 1066-device limits
1333,power,IDD5AB,228,IDD5AB = 228,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 20 (p.44), x8 IDD maximum-limits row",DDR3L-1333 x8,228,mA,direct value; the 800 operating point uses the documented 1066-device limits
1333,power,IDD6x,20,IDD6x = 20,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 20 (p.44), x8 IDD maximum-limits row",DDR3L-1333 x8,20,mA,direct value; the 800 operating point uses the documented 1066-device limits
1333,system,channel_size,8192,channel_size = 8192,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L geometry/profile controls,all rates,8192,configured,4Gb x8 * 8 devices per 64-bit rank * 2 ranks / 8 = 8192 MiB
1333,system,channels,1,channels = 1,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L geometry/profile controls,all rates,1,configured,one isolated DRAMsim3 instance per RTL channel
1333,system,bus_width,64,bus_width = 64,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L geometry/profile controls,all rates,64,configured,locked 64-bit channel bus
1333,system,address_mapping,rochrababgco,address_mapping = rochrababgco,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L geometry/profile controls,all rates,rochrababgco,configured,locked DRAMsim3 mapping; RTL mapping is independently traced
1333,system,queue_structure,PER_BANK,queue_structure = PER_BANK,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L geometry/profile controls,all rates,PER_BANK,configured,locked per-bank command queues
1333,system,refresh_policy,RANK_LEVEL_STAGGERED,refresh_policy = RANK_LEVEL_STAGGERED,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L geometry/profile controls,all rates,RANK_LEVEL_STAGGERED,configured,locked rank-level staggered refresh
1333,system,row_buf_policy,OPEN_PAGE,row_buf_policy = OPEN_PAGE,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L geometry/profile controls,all rates,OPEN_PAGE,configured,locked open-page policy
1333,system,cmd_queue_size,8,cmd_queue_size = 8,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L geometry/profile controls,all rates,8,configured,locked command queue capacity
1333,system,trans_queue_size,32,trans_queue_size = 32,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L geometry/profile controls,all rates,32,configured,locked transaction queue capacity
1333,other,epoch_period,666666,epoch_period = 666666,dramsim3,29817593b3389f1337235d63cac515024ab8fd6e,pinned DRAMsim3 DDR3 configuration semantics,other,666666,configured,"floor(1,000,000 ns / tCK) for diagnostic epochs only"
1333,other,output_level,1,output_level = 1,dramsim3,29817593b3389f1337235d63cac515024ab8fd6e,pinned DRAMsim3 DDR3 configuration semantics,other,1,configured,locked summary output level
1333,derived_validation,ranks,2,channel_size = 8192,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L matched geometry,all rates,"4Gb x8, 64-bit bus, 8192 MiB channel",devices/ranks,8192 MiB / (4Gb * 8 devices / 8 bits) = 2 ranks
1333,derived_validation,tRC,34,tRAS = 24; tRP = 10,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 9 (p.33), tRC row",DDR3L-1333 non-E timing point,34,CK,validate tRC = tRAS + tRP
1600,dram_structure,protocol,DDR3,protocol = DDR3,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,Description p.1,DDR3L SDRAM,device family,declared,direct protocol family; result DDR3
1600,dram_structure,bankgroups,1,bankgroups = 1,dramsim3,29817593b3389f1337235d63cac515024ab8fd6e,pinned DRAMsim3 DDR3 configuration semantics,DDR3 bankgroups representation,configured,declared,DDR3 has no bank-group address; encode one group; result 1
1600,dram_structure,banks_per_group,8,banks_per_group = 8,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 2, Bank address row",512 Meg x 8,8 banks,declared,direct x8 bank count; result 8
1600,dram_structure,rows,65536,rows = 65536,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 2, Row address row",512 Meg x 8,64K (A[15:0]),declared,64K = 65536 rows; result 65536
1600,dram_structure,columns,1024,columns = 1024,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 2, Column address row",512 Meg x 8,1K (A[9:0]),declared,1K = 1024 columns; result 1024
1600,dram_structure,device_width,8,device_width = 8,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 2, Configuration row",512 Meg x 8,64 Meg x 8 x 8 banks,declared,direct x8 device width; result 8
1600,dram_structure,BL,8,BL = 8,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Features p.1, fixed burst length bullet",all configurations,fixed burst length (BL) of 8,declared,direct BL8 feature; result 8
1600,timing,tCK,1.25,tCK = 1.25,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 9 (p.33), tCK row",DDR3L-1600 non-E timing point,1.25,ns,direct selected table value
1600,timing,AL,0,AL = 0,scientific_contract,4a57c1278e4ff074cba471dd401669e07f1e9d50c8c94f42318a61d9336a52ff,controlled DDR3L geometry/profile controls,all rates,0,configured,locked additive latency
1600,timing,CL,11,CL = 11,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 9 (p.33), CL row",DDR3L-1600 non-E timing point,11,CK,direct selected table value
1600,timing,CWL,8,CWL = 8,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 55 (pp.78–80), CWL row",DDR3L-1600,8,CK,direct supported CWL at selected CL/tCK
1600,timing,tRCD,11,tRCD = 11,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 9 (p.33), tRCD row",DDR3L-1600 non-E timing point,11,CK,direct selected table value
1600,timing,tRP,11,tRP = 11,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 9 (p.33), tRP row",DDR3L-1600 non-E timing point,11,CK,direct selected table value
1600,timing,tRAS,28,tRAS = 28,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 9 (p.33), tRAS row",DDR3L-1600 non-E timing point,28,CK,direct selected table value
1600,timing,tRFC,208,tRFC = 208,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 9 (p.33), tRFC 4Gb row",DDR3L-1600 non-E timing point,208,CK,direct selected table value
1600,timing,tRFC2,208,tRFC2 = 208,dramsim3,29817593b3389f1337235d63cac515024ab8fd6e,pinned DRAMsim3 DDR3 configuration semantics,timing,208,configured,DDR3 has no fine-granularity refresh; copy tRFC
1600,timing,tRFC4,208,tRFC4 = 208,dramsim3,29817593b3389f1337235d63cac515024ab8fd6e,pinned DRAMsim3 DDR3 configuration semantics,timing,208,configured,DDR3 has no fine-granularity refresh; copy tRFC
1600,timing,REFI,6240,REFI = 6240,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), REFI row",DDR3L-1600,7.8,us,7800 ns / tCK; exact integer for locked rational tCK = 6240 CK
1600,timing,tRPRE,0,tRPRE = 0,dramsim3,29817593b3389f1337235d63cac515024ab8fd6e,pinned DRAMsim3 DDR3 configuration semantics,timing,0,configured,DDR3 parser-required non-DDR4 placeholder
1600,timing,tWPRE,0,tWPRE = 0,dramsim3,29817593b3389f1337235d63cac515024ab8fd6e,pinned DRAMsim3 DDR3 configuration semantics,timing,0,configured,DDR3 parser-required non-DDR4 placeholder
1600,timing,tRRD_S,5,tRRD_S = 5,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 9 (p.33), tRRD x4/x8 row",DDR3L-1600 non-E timing point,5,CK,direct selected table value
1600,timing,tRRD_L,5,tRRD_L = 5,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 9 (p.33), tRRD x4/x8 row",DDR3L-1600 non-E timing point,5,CK,direct selected table value
1600,timing,tWTR_S,6,tWTR_S = 6,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), tWTR_S row",DDR3L-1600,greater of 4 CK or 7.5 ns,CK/ns,"max(4 CK, ceil(7.5 ns / tCK)) = 6 CK"
1600,timing,tWTR_L,6,tWTR_L = 6,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), tWTR_L row",DDR3L-1600,greater of 4 CK or 7.5 ns,CK/ns,"max(4 CK, ceil(7.5 ns / tCK)) = 6 CK"
1600,timing,tFAW,24,tFAW = 24,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 9 (p.33), tFAW x4/x8 row",DDR3L-1600 non-E timing point,24,CK,direct selected table value
1600,timing,tWR,12,tWR = 12,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), tWR row",DDR3L-1600,15,ns,ceil(15 ns / tCK) = 12 CK
1600,timing,tWR2,12,tWR2 = 12,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), tWR2 row",DDR3L-1600,15,ns,ceil(15 ns / tCK) = 12 CK
1600,timing,tRTP,6,tRTP = 6,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), tRTP row",DDR3L-1600,greater of 4 CK or 7.5 ns,CK/ns,"max(4 CK, ceil(7.5 ns / tCK)) = 6 CK"
1600,timing,tCCD_S,4,tCCD_S = 4,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), tCCD_S row",DDR3L-1600,4,CK,4 CK = 4 CK
1600,timing,tCCD_L,4,tCCD_L = 4,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), tCCD_L row",DDR3L-1600,4,CK,4 CK = 4 CK
1600,timing,tCKE,4,tCKE = 4,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), tCKE row",DDR3L-1600,greater of 3 CK or 5 ns,CK/ns,"max(3 CK, ceil(rate-specific ns minimum / tCK)) = 4 CK"
1600,timing,tCKESR,5,tCKESR = 5,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), tCKESR row",DDR3L-1600,tCKE (MIN) + 1 CK,CK,tCKE + 1 CK = 5 CK
1600,timing,tXS,216,tXS = 216,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), tXS row",DDR3L-1600,greater of 5 CK or tRFC + 10 ns,CK/ns,"contract-conservative componentwise conversion: max(5 CK, ceil(260 ns / tCK) + ceil(10 ns / tCK)) = 216 CK"
1600,timing,tXP,5,tXP = 5,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 58 (pp.83–91), tXP row",DDR3L-1600,greater of 3 CK or 6 ns,CK/ns,"max(3 CK, ceil(6 ns / tCK)) = 5 CK"
1600,timing,tRTRS,1,tRTRS = 1,dramsim3,29817593b3389f1337235d63cac515024ab8fd6e,pinned DRAMsim3 DDR3 configuration semantics,timing,1,configured,DRAMsim3 DDR3 rank-to-rank switch default
1600,power,VDD,1.35,VDD = 1.35,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 20 (p.44), x8 IDD maximum-limits row",DDR3L-1600 x8,1.35,V,direct value; the 800 operating point uses the documented 1066-device limits
1600,power,IDD0,55,IDD0 = 55,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 20 (p.44), x8 IDD maximum-limits row",DDR3L-1600 x8,55,mA,direct value; the 800 operating point uses the documented 1066-device limits
1600,power,IPP0,0.0,IPP0 = 0.0,dramsim3,29817593b3389f1337235d63cac515024ab8fd6e,pinned DRAMsim3 DDR3 configuration semantics,power,0.0,configured,DDR3 power-model placeholder unused by DDR3L IDD model
1600,power,IDD2P,18,IDD2P = 18,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 20 (p.44), x8 IDD maximum-limits row",DDR3L-1600 x8,18,mA,direct value; the 800 operating point uses the documented 1066-device limits
1600,power,IDD2N,32,IDD2N = 32,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 20 (p.44), x8 IDD maximum-limits row",DDR3L-1600 x8,32,mA,direct value; the 800 operating point uses the documented 1066-device limits
1600,power,IDD3P,38,IDD3P = 38,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 20 (p.44), x8 IDD maximum-limits row",DDR3L-1600 x8,38,mA,direct value; the 800 operating point uses the documented 1066-device limits
1600,power,IDD3N,38,IDD3N = 38,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 20 (p.44), x8 IDD maximum-limits row",DDR3L-1600 x8,38,mA,direct value; the 800 operating point uses the documented 1066-device limits
1600,power,IDD4W,125,IDD4W = 125,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 20 (p.44), x8 IDD maximum-limits row",DDR3L-1600 x8,125,mA,direct value; the 800 operating point uses the documented 1066-device limits
1600,power,IDD4R,157,IDD4R = 157,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 20 (p.44), x8 IDD maximum-limits row",DDR3L-1600 x8,157,mA,direct value; the 800 operating point uses the documented 1066-device limits
1600,power,IDD5AB,235,IDD5AB = 235,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 20 (p.44), x8 IDD maximum-limits row",DDR3L-1600 x8,235,mA,direct value; the 800 operating point uses the documented 1066-device limits
1600,power,IDD6x,20,IDD6x = 20,datasheet,aa71e4a25901da402147abc017818e5d52fa214c88d73f6090c229edd558be7b,"Micron Table 20 (p.44), x8 IDD maximum-limits row",DDR3L-1600 x8,20,mA,direct value; the 800 operating point uses the documented 1066-device limits
